Date,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Next_5_days_C6H6(GT),Next_10_days_C6H6(GT)
8/6/2004,23:00:00,1039,10.4,991,685,1820,1088,24.1,63.5,1.8828,7.6,5.1
8/7/2004,0:00:00,974,8.5,920,718,1755,1062,23.8,65,1.8897,7.9,5.5
8/7/2004,1:00:00,925,6.4,831,789,1662,975,23.4,64.9,1.843,6.3,3.1
8/7/2004,2:00:00,810,3.4,674,976,1530,793,24.4,58.6,1.7714,3.8,2.9
8/7/2004,3:00:00,800,2.6,627,1032,1519,787,23.3,63.3,1.7895,2.4,2.6
8/7/2004,4:00:00,813,2.9,645,990,1530,802,21.9,67.1,1.7414,2.5,2.2
8/7/2004,5:00:00,788,2.3,604,1068,1507,754,23.6,61.2,1.7588,4.2,2.5
8/7/2004,6:00:00,815,3.3,670,971,1538,774,22.6,63.4,1.7136,4.5,5.6
8/7/2004,7:00:00,868,5.1,771,840,1608,860,22.9,62.6,1.7253,11,12.9
8/7/2004,8:00:00,951,7.7,886,742,1705,988,23.3,61.8,1.7504,14.1,16
8/7/2004,9:00:00,1075,10.5,996,649,1838,1113,25.4,56.2,1.7961,9.5,12.2
8/7/2004,10:00:00,1058,10.9,1012,676,1782,1063,30.6,41.9,1.8104,6.9,10
8/7/2004,11:00:00,1012,8.4,914,760,1653,858,33.5,34,1.73,7.2,7.8
8/7/2004,12:00:00,929,6,811,862,1541,642,35.5,29.8,1.7004,5.5,5.9
8/7/2004,13:00:00,902,6,813,875,1518,588,37.5,24.7,1.5637,5.1,6.6
8/7/2004,14:00:00,836,4.7,750,960,1390,484,35.1,25.2,1.402,5,4.8
8/7/2004,15:00:00,858,5.3,776,947,1431,498,38.1,21.1,1.3863,5.6,5.9
8/7/2004,16:00:00,886,5.8,803,939,1460,538,38.5,21.8,1.4653,5.7,6
8/7/2004,17:00:00,974,6.5,833,864,1577,565,36.8,29.5,1.8037,7,5
8/7/2004,18:00:00,1008,8.4,915,783,1643,672,34.9,33.4,1.8384,8.1,4.2
8/7/2004,19:00:00,990,8.3,912,777,1648,689,32.2,37.4,1.7655,8.7,5
8/7/2004,20:00:00,981,8.4,917,740,1649,714,29.7,41.7,1.7081,7.9,7.5
8/7/2004,21:00:00,954,6.4,828,793,1589,631,27.7,47.4,1.7344,7.5,9.3
8/7/2004,22:00:00,1030,10.3,988,686,1751,829,27.3,49.4,1.7602,6,10
8/7/2004,23:00:00,1033,10.9,1011,681,1768,875,26.3,51.3,1.7251,8.5,8.2
8/8/2004,0:00:00,963,7.4,872,767,1617,803,25.7,54.1,1.7546,7,6.4
8/8/2004,1:00:00,918,5.8,805,816,1571,759,25.4,55.1,1.7628,5.6,6
8/8/2004,2:00:00,868,4.5,736,894,1548,638,24.9,57.3,1.7822,2.6,5.4
8/8/2004,3:00:00,886,4.6,744,869,1590,700,24.1,61.8,1.8339,1.5,4.4
8/8/2004,4:00:00,813,2.4,609,1017,1473,615,23.9,61.2,1.7871,1.7,4.1
8/8/2004,5:00:00,815,2.4,616,1080,1532,596,23.8,61.3,1.7881,2,4.3
8/8/2004,6:00:00,815,2.6,627,1049,1518,650,23.4,61.7,1.7495,4,6.3
8/8/2004,7:00:00,835,2.8,638,1024,1506,655,24.3,58.4,1.7508,8.6,10.9
8/8/2004,8:00:00,921,4.5,738,901,1585,779,25.1,56.6,1.7798,10.1,11.2
8/8/2004,9:00:00,963,5.2,774,839,1621,758,27.3,51.3,1.835,8.7,6.5
8/8/2004,10:00:00,935,4.2,724,936,1574,598,29.5,45.9,1.8662,7.9,5.7
8/8/2004,11:00:00,1007,4.8,751,849,1649,643,27.6,52.4,1.9055,5.8,7
8/8/2004,12:00:00,1032,4.6,744,813,1695,778,25.4,68,2.1806,5.3,5.6
8/8/2004,13:00:00,901,3.6,689,964,1543,522,32.2,40.3,1.8999,4.2,5.5
8/8/2004,14:00:00,851,2.6,627,1129,1433,419,31.6,38.9,1.7838,3.3,5.4
8/8/2004,15:00:00,877,3,655,1061,1471,444,33,37.3,1.8481,4,7
8/8/2004,16:00:00,909,3.6,690,1039,1488,474,35.1,32.1,1.7841,4.3,7.4
8/8/2004,17:00:00,908,4.1,715,988,1479,495,35,31.1,1.7173,4.6,9.1
8/8/2004,18:00:00,926,5,763,949,1491,504,33.8,32.1,1.6596,5.1,8.9
8/8/2004,19:00:00,1010,6.5,836,848,1577,616,31.1,38.8,1.7295,5.9,9.2
8/8/2004,20:00:00,1031,7.3,868,798,1634,690,29,46.1,1.8141,5.7,8.5
8/8/2004,21:00:00,1070,8.1,905,745,1702,846,28.1,50.6,1.8969,4.7,7.9
8/8/2004,22:00:00,1124,10.4,992,660,1791,1013,27.1,54.7,1.9284,5.1,6.1
8/8/2004,23:00:00,1066,9,940,683,1744,978,26.6,56.4,1.9349,5.9,6.4
8/9/2004,0:00:00,1001,6.5,836,771,1662,821,25.8,60.4,1.9759,5.6,5.7
8/9/2004,1:00:00,967,6.3,824,774,1637,862,25.5,61.6,1.9804,4.5,4.4
8/9/2004,2:00:00,901,4.4,733,888,1605,755,24.9,63.5,1.9647,2.5,2.3
8/9/2004,3:00:00,835,2.8,638,997,1526,715,24.3,65.1,1.9475,1.7,1.8
8/9/2004,4:00:00,820,2.2,598,1065,1511,684,23.8,65.7,1.9079,1.8,1.9
8/9/2004,5:00:00,896,3.7,694,941,1583,853,23.2,68,1.9045,1.9,2.4
8/9/2004,6:00:00,996,7.4,872,756,1727,990,23.2,67.5,1.899,2.6,4.7
8/9/2004,7:00:00,1159,15.1,1151,579,2005,1206,24.3,63.3,1.8929,6.3,7.8
8/9/2004,8:00:00,1185,15.1,1152,578,2003,1274,25.5,59.7,1.9193,6.8,7.8
8/9/2004,9:00:00,1168,14.7,1138,585,1946,1336,27.7,52.5,1.9138,4.7,6.3
8/9/2004,10:00:00,1044,9.8,970,715,1751,1068,31.8,38.9,1.8005,4.7,6.5
8/9/2004,11:00:00,983,8,897,800,1608,804,32.7,34.1,1.6592,4,6.1
8/9/2004,12:00:00,1032,8.3,912,764,1661,826,34.3,31.5,1.6745,4.3,6.3
8/9/2004,13:00:00,1019,7.7,889,787,1630,745,34.2,31.5,1.6675,3.8,5.6
8/9/2004,14:00:00,982,6.7,844,835,1567,638,33.9,32.3,1.6809,3.4,5.8
8/9/2004,15:00:00,1016,7.5,880,783,1617,684,34.4,31.9,1.7005,3.6,5.4
8/9/2004,20:00:00,1091,8.6,925,730,1685,1020,29.8,41.7,1.7167,7.3,7.4
8/9/2004,21:00:00,1109,9.7,965,696,1742,1100,28.8,45.9,1.7884,6.1,6.4
8/9/2004,22:00:00,1098,9.1,944,687,1772,1086,28.2,51.1,1.9221,5.2,7.8
8/9/2004,23:00:00,1088,9.1,945,674,1765,1060,27.5,54.4,1.9705,4.9,5.6
8/10/2004,0:00:00,1035,7,859,732,1680,996,27.4,55,1.9827,3.5,5.3
8/10/2004,1:00:00,942,4.9,758,824,1567,856,28.1,51.6,1.9269,3,5
8/10/2004,2:00:00,902,3.5,680,919,1535,722,26.3,56.5,1.9027,2.7,4.2
8/10/2004,3:00:00,919,3.9,704,861,1603,860,24.4,65,1.9612,2.2,1.4
8/10/2004,4:00:00,875,3.2,665,919,1559,772,24.4,63.6,1.9218,2,1
8/10/2004,5:00:00,927,4.7,747,830,1633,910,23.5,67.4,1.9305,2.4,2.4
8/10/2004,6:00:00,1032,7.6,883,718,1742,1051,23.4,65.7,1.872,2,4.5
8/10/2004,7:00:00,1193,14.7,1139,563,2009,1257,24.5,61.3,1.8522,2.5,8.9
8/10/2004,8:00:00,1268,18.7,1259,519,2114,1410,26,55.8,1.8536,3.5,12.9
8/10/2004,9:00:00,1238,14.8,1144,565,1939,1433,28.5,48.5,1.8607,6,8.6
8/10/2004,10:00:00,1230,14.5,1133,604,1909,1413,33.6,35.7,1.8229,5.3,7.8
8/10/2004,11:00:00,1161,12.7,1074,646,1777,1206,36.5,28.9,1.7359,6.3,7.7
8/10/2004,12:00:00,1048,9.2,949,764,1607,831,39,23.7,1.6346,4.8,7.3
8/10/2004,13:00:00,929,4.8,752,955,1385,544,38.8,23.7,1.6093,3.2,3.8
8/10/2004,14:00:00,950,5.4,783,914,1443,525,38,24,1.5686,2.6,3.3
8/10/2004,15:00:00,1013,7.2,864,819,1544,644,40.5,23.3,1.7416,2.4,3.3
8/10/2004,16:00:00,1034,6.7,845,841,1566,702,39.8,25.4,1.8213,3,4.8
8/10/2004,17:00:00,1082,9.7,965,760,1649,844,39.6,23.3,1.6535,3.1,5.7
8/10/2004,18:00:00,1110,10.9,1012,720,1725,905,38.8,24.7,1.6772,3.4,5.6
8/10/2004,19:00:00,1118,10.6,999,706,1766,878,34.7,35.9,1.9528,4.6,5.7
8/10/2004,20:00:00,1136,9.7,967,703,1801,927,32.3,43.6,2.07,4.4,7
8/10/2004,21:00:00,1106,8.6,924,725,1757,910,30.7,48.1,2.0821,5.5,6.8
8/10/2004,22:00:00,1151,10.2,984,678,1823,1024,29.5,50.6,2.0492,8.2,8.3
8/10/2004,23:00:00,1144,10.5,997,669,1816,1021,28.8,52,2.0297,5,6.9
8/11/2004,0:00:00,1118,8.8,930,697,1748,1027,28.2,55,2.0697,4,6
8/11/2004,1:00:00,1066,6.6,839,740,1700,993,27.2,59.1,2.0997,3.7,5.4
8/11/2004,2:00:00,991,5.3,778,797,1665,910,26.7,60.7,2.0977,3.1,3.9
8/11/2004,3:00:00,906,3,650,961,1581,768,26.9,60.3,2.1074,1.8,2
8/11/2004,4:00:00,903,3.2,662,932,1590,760,26.4,61.6,2.0931,1.5,2.2
8/11/2004,5:00:00,941,3.5,685,895,1632,834,25.9,63.6,2.102,2.4,3
8/11/2004,6:00:00,1074,7.2,866,717,1768,1075,26.1,63.7,2.117,5.4,3.5
8/11/2004,7:00:00,1114,9.5,958,663,1836,1167,26.8,60.5,2.1008,8.5,3.8
8/11/2004,8:00:00,1162,11.1,1019,622,1904,1178,27.9,56.5,2.0895,10.9,3.2
8/11/2004,9:00:00,1165,9.7,967,651,1825,1120,29.8,51.1,2.1054,12,2.6
8/11/2004,10:00:00,1179,9.5,957,680,1819,1131,33.6,41,2.0995,10.6,3.5
8/11/2004,11:00:00,1144,8.3,913,715,1782,972,35.1,38.1,2.1144,7.4,3.1
8/11/2004,12:00:00,1066,6,813,792,1657,764,36.2,34.9,2.0578,7.3,3.1
8/11/2004,13:00:00,1056,5.8,802,824,1620,670,38,30.7,2.0022,4.6,3
8/11/2004,14:00:00,995,5.1,769,882,1576,615,36.6,30.8,1.8617,4,2.2
8/11/2004,15:00:00,967,4.5,740,926,1526,557,38.8,25.4,1.7282,3.8,3
8/11/2004,16:00:00,1048,6.6,839,845,1607,700,38.7,25.8,1.7426,5,3.5
8/11/2004,17:00:00,1092,8,901,777,1691,734,37.4,29.9,1.8848,6.9,3.7
8/11/2004,18:00:00,1056,7.6,883,799,1672,684,36.2,31.1,1.8371,7,5.4
8/11/2004,19:00:00,1100,10.1,982,720,1760,823,33.8,34.5,1.7788,6.8,8.9
8/11/2004,20:00:00,1057,7.8,890,778,1701,801,31.4,40.7,1.8377,8.5,7.8
8/11/2004,21:00:00,1068,8.4,917,736,1728,916,30.8,45,1.9733,8,5.6
8/11/2004,22:00:00,1050,7.7,887,770,1696,820,29.4,50,2.0181,5.7,5.2
8/11/2004,23:00:00,1074,7.6,884,764,1726,838,28.1,54.1,2.029,5.1,6.7
8/12/2004,0:00:00,1053,7.9,895,745,1727,882,27.3,57.8,2.0646,5.5,8
8/12/2004,1:00:00,1003,6.3,825,794,1716,801,26.7,60.6,2.0942,3.1,6.4
8/12/2004,2:00:00,933,3.8,701,906,1638,690,25.9,64.5,2.1247,2.9,5.2
8/12/2004,3:00:00,869,2.4,614,1001,1565,674,25.6,63.5,2.0566,2.6,5.1
8/12/2004,4:00:00,864,2.5,617,1027,1561,622,26.7,61,2.101,2.2,4
8/12/2004,5:00:00,931,4.2,721,888,1651,799,25.8,64.6,2.1195,2.5,3.7
8/12/2004,6:00:00,921,4.5,738,893,1623,818,26.5,60.6,2.063,5.6,2.8
8/12/2004,7:00:00,1139,11,1013,672,1932,1034,26.4,61.7,2.0929,12.9,4.5
8/12/2004,8:00:00,1205,14.1,1118,585,2019,1189,27.5,60.1,2.1719,16,4.7
8/12/2004,9:00:00,1126,9.5,957,694,1841,1034,29.4,53.1,2.1362,12.2,6
8/12/2004,10:00:00,1066,6.9,855,803,1712,929,33.4,39.9,2.0177,10,5.8
8/12/2004,11:00:00,1069,7.2,867,785,1717,880,33.2,39.2,1.9642,7.8,5.2
8/12/2004,12:00:00,975,5.5,788,851,1629,701,34.5,35.1,1.8856,5.9,4.6
8/12/2004,13:00:00,955,5.1,766,898,1597,620,37.1,30.5,1.8962,6.6,2.1
8/12/2004,14:00:00,949,5,764,898,1579,573,35.9,32.1,1.8697,4.8,1.8
8/12/2004,15:00:00,941,5.6,792,897,1582,544,37.3,28,1.7537,5.9,2.8
8/12/2004,16:00:00,942,5.7,800,877,1567,581,38.1,26.3,1.7252,6,3.6
8/12/2004,17:00:00,974,7,855,836,1607,610,37.1,27.2,1.6844,5,4
8/12/2004,18:00:00,1012,8.1,904,794,1653,695,35.2,31.2,1.7485,4.2,5.3
8/12/2004,19:00:00,1017,8.7,929,772,1702,709,32.1,38.7,1.819,5,7.4
8/12/2004,20:00:00,1006,7.9,896,797,1697,736,30.3,45.1,1.9129,7.5,8
8/12/2004,21:00:00,1008,7.5,878,792,1691,722,29.3,50.2,2.0127,9.3,7.4
8/12/2004,22:00:00,989,6,814,845,1657,680,28.6,53.7,2.0691,10,6.1
8/12/2004,23:00:00,1080,8.5,920,739,1761,772,27.8,57.4,2.1107,8.2,5.5
8/13/2004,0:00:00,1033,7,856,774,1736,769,27.4,59.4,2.1395,6.4,6.2
8/13/2004,1:00:00,968,5.6,794,836,1688,654,27.2,59.3,2.1059,6,4.4
8/13/2004,2:00:00,853,2.6,626,1045,1557,516,26.7,61,2.1005,5.4,3.4
8/13/2004,3:00:00,810,1.5,544,1264,1485,447,26,62.7,2.0737,4.4,2.4
8/13/2004,4:00:00,817,1.7,558,1232,1485,452,25.4,63.1,2.0184,4.1,2
8/13/2004,5:00:00,840,2,586,1154,1499,492,26.1,60.3,2.012,4.3,2
8/13/2004,6:00:00,940,4,709,956,1641,588,25.2,67.1,2.1164,6.3,3.8
8/13/2004,7:00:00,1076,8.6,924,720,1806,909,26,61.9,2.0511,10.9,7.6
8/13/2004,8:00:00,1086,10.1,981,688,1818,1007,27,57.5,2.0183,11.2,14.9
8/13/2004,9:00:00,1031,8.7,929,759,1722,809,30.5,44.4,1.9076,6.5,12
8/13/2004,10:00:00,1016,7.9,896,766,1704,820,33.4,35.1,1.781,5.7,9.2
8/13/2004,11:00:00,953,5.8,801,868,1573,657,35.7,29,1.6716,7,8.2
8/13/2004,12:00:00,918,5.3,779,896,1537,551,35.8,27.7,1.6041,5.6,5.9
8/13/2004,13:00:00,892,4.2,724,971,1490,511,36.3,27.4,1.6264,5.5,4.7
8/13/2004,14:00:00,841,3.3,673,1061,1394,451,33.6,28.8,1.4695,5.4,4.1
8/13/2004,15:00:00,799,4,709,1078,1332,462,35.2,20.5,1.1418,7,4.9
8/13/2004,16:00:00,838,4.3,726,1056,1382,440,35,22.4,1.2371,7.4,5.2
8/13/2004,17:00:00,870,4.6,745,998,1400,472,34,25.2,1.314,9.1,7.5
8/13/2004,18:00:00,892,5.1,771,965,1465,494,32,28.2,1.3204,8.9,7.4
8/13/2004,19:00:00,926,5.9,805,901,1511,524,29.4,34.4,1.3899,9.2,7.8
8/13/2004,20:00:00,919,5.7,796,870,1538,560,28.1,41.1,1.535,8.5,8.6
8/13/2004,21:00:00,932,4.7,746,912,1528,534,26.9,47.5,1.6595,7.9,6.5
8/13/2004,22:00:00,957,5.1,767,867,1534,577,26.6,50.4,1.724,6.1,6.8
8/13/2004,23:00:00,994,5.9,806,830,1580,674,25.9,52.9,1.7478,6.4,5.7
8/14/2004,0:00:00,984,5.6,795,838,1570,676,25.4,54.6,1.7483,5.7,5.8
8/14/2004,1:00:00,919,4.5,737,899,1534,611,25.1,55.7,1.7471,4.4,5.7
8/14/2004,2:00:00,847,2.5,618,1075,1442,529,25.1,55.3,1.733,2.3,3.2
8/14/2004,3:00:00,802,1.7,559,1232,1414,478,25,56,1.7428,1.8,2.1
8/14/2004,4:00:00,795,1.8,569,1178,1426,497,25.2,55,1.7405,1.9,1.7
8/14/2004,5:00:00,809,1.9,578,1170,1445,513,25.6,53.5,1.7291,2.4,2.8
8/14/2004,6:00:00,835,2.6,626,1088,1471,563,24.7,55.9,1.7114,4.7,5.7
8/14/2004,7:00:00,967,6.3,826,821,1639,822,24,57.2,1.6835,7.8,10
8/14/2004,8:00:00,969,6.8,849,800,1626,890,25,53.2,1.663,7.8,14.5
8/14/2004,9:00:00,913,4.7,749,911,1535,742,28,43.4,1.6162,6.3,9.9
8/14/2004,10:00:00,933,4.7,748,948,1551,629,31.6,35.5,1.6269,6.5,11.2
8/14/2004,11:00:00,922,4,712,924,1494,609,35,29,1.6017,6.1,8.3
8/14/2004,12:00:00,914,4.3,726,959,1496,534,35.3,27.6,1.5512,6.3,9.5
8/14/2004,13:00:00,873,3.8,699,999,1413,528,36.2,24.1,1.4235,5.6,7.1
8/14/2004,14:00:00,831,3.4,676,1041,1350,463,34.8,24.5,1.3373,5.8,6
8/14/2004,15:00:00,840,3.6,685,1051,1339,462,38.2,19.6,1.2915,5.4,9.1
8/14/2004,16:00:00,874,3.6,686,1032,1402,501,38.9,20.3,1.382,6.8,10.4
8/14/2004,17:00:00,896,3.6,687,1006,1438,493,36.9,27.1,1.6683,9.3,8.7
8/14/2004,18:00:00,964,5.1,769,873,1546,572,35.2,32.1,1.7898,8.5,9
8/14/2004,19:00:00,1001,6.6,838,801,1614,668,32,38.2,1.788,9.3,6.8
8/14/2004,20:00:00,1005,7.3,868,779,1633,771,29.8,41.8,1.7269,7.4,5.2
8/14/2004,21:00:00,979,6.1,818,797,1590,732,28.2,45.9,1.7272,6.4,5.7
8/14/2004,22:00:00,935,5.2,774,825,1562,687,27.1,48.2,1.7075,7.8,6.9
8/14/2004,23:00:00,939,4.9,758,858,1544,664,26.7,49.5,1.7048,5.6,7.8
8/15/2004,0:00:00,878,3.5,684,947,1475,588,26.1,50.8,1.6917,5.3,6.8
8/15/2004,1:00:00,848,3,650,989,1479,610,25.7,52.5,1.7077,5,6.3
8/15/2004,2:00:00,826,2.7,631,1028,1473,593,24.8,55.4,1.7054,4.2,4.7
8/15/2004,3:00:00,804,2.2,597,1077,1454,566,23.8,57.5,1.6723,1.4,2
8/15/2004,4:00:00,789,2,584,1107,1457,571,22.4,62.2,1.6648,1,3.6
8/15/2004,5:00:00,785,2.4,612,1054,1443,614,22.5,61.8,1.6654,2.4,4.4
8/15/2004,6:00:00,772,2,584,1149,1414,566,22.7,59.2,1.6139,4.5,6.4
8/15/2004,7:00:00,796,2.5,623,1064,1425,594,23,58.4,1.6223,8.9,11.9
8/15/2004,8:00:00,875,3.5,682,983,1457,611,23.9,56.3,1.6489,12.9,21
8/15/2004,9:00:00,955,6,811,841,1562,759,26.3,50.1,1.6889,8.6,15.6
8/15/2004,10:00:00,938,5.3,778,896,1520,700,32.1,34,1.6039,7.8,12.1
8/15/2004,11:00:00,954,6.3,826,870,1531,691,35.8,25.7,1.4861,7.7,9.3
8/15/2004,12:00:00,875,4.8,753,978,1402,579,38.3,19.8,1.3067,7.3,8.7
8/15/2004,13:00:00,810,3.2,664,1123,1312,478,37.3,20.5,1.286,3.8,7.9
8/15/2004,14:00:00,746,2.6,624,1227,1209,410,36.3,18.4,1.0976,3.3,6.2
8/15/2004,15:00:00,738,2.4,610,1281,1204,404,36.8,16.9,1.0347,3.3,6.3
8/15/2004,16:00:00,771,3,652,1223,1239,440,37.9,15.9,1.0296,4.8,6
8/15/2004,17:00:00,799,3.1,658,1216,1254,461,36.7,17.1,1.0398,5.7,7.9
8/15/2004,18:00:00,831,3.4,679,1143,1291,526,33.8,21.9,1.1303,5.6,5.8
8/15/2004,19:00:00,885,4.6,743,1016,1379,647,32.6,24.6,1.1885,5.7,6.3
8/15/2004,20:00:00,883,4.4,731,988,1384,693,30.6,28.4,1.2247,7,6
8/15/2004,21:00:00,906,5.5,790,936,1430,729,29.4,30.5,1.2288,6.8,6.3
8/15/2004,22:00:00,982,8.2,906,784,1561,1002,28.4,34.4,1.314,8.3,6.8
8/15/2004,23:00:00,892,5,766,880,1399,797,28.3,34.1,1.2951,6.9,7
8/16/2004,0:00:00,841,4,711,956,1367,685,27.8,35.2,1.2968,6,7
8/16/2004,1:00:00,859,3.7,693,988,1377,710,25.3,39.7,1.2656,5.4,5
8/16/2004,2:00:00,810,3.1,657,1016,1337,629,24.5,41.5,1.2589,3.9,2.8
8/16/2004,3:00:00,759,1.8,566,1175,1267,503,24.8,39.8,1.2231,2,2.1
8/16/2004,4:00:00,749,1.5,543,1238,1244,462,23.3,41.9,1.1856,2.2,1.7
8/16/2004,5:00:00,766,2.4,616,1163,1306,530,21.5,45.6,1.1558,3,2.8
8/18/2004,3:00:00,902,4.4,735,890,1410,781,23,46.2,1.2783,2.4,3.8
8/18/2004,4:00:00,875,4.1,714,903,1379,746,22.5,46.7,1.261,2,2.5
8/18/2004,5:00:00,884,4.3,729,920,1389,837,22.9,45.7,1.2621,2,1.7
8/18/2004,6:00:00,942,6.3,825,870,1450,995,23.8,41.8,1.2149,3.8,3.4
8/18/2004,7:00:00,1077,10.9,1012,708,1633,1138,24.4,42.6,1.2866,7.6,4.3
8/18/2004,8:00:00,1040,11.2,1022,713,1624,998,27.3,36.8,1.3189,14.9,7.1
8/18/2004,9:00:00,982,6.5,836,840,1498,696,29.6,35.4,1.4426,12,8.3
8/18/2004,10:00:00,995,5.7,800,896,1501,615,34.6,28.3,1.5338,9.2,9.1
8/18/2004,11:00:00,1024,7,859,810,1576,710,33.1,32.6,1.6188,8.2,7.7
8/18/2004,12:00:00,1029,5.6,791,855,1567,651,33.3,33.1,1.6642,5.9,7.2
8/18/2004,13:00:00,1003,5.5,787,850,1518,636,34.6,30.1,1.6296,4.7,5.8
8/18/2004,14:00:00,987,5.4,782,875,1514,593,34.9,29.5,1.6275,4.1,3.5
8/18/2004,15:00:00,1023,7,859,810,1590,684,35.6,28.5,1.6293,4.9,4.7
8/18/2004,16:00:00,1023,7.4,875,785,1590,711,36.4,27.1,1.6226,5.2,6.7
8/18/2004,17:00:00,1064,9.1,942,735,1650,801,36.8,26.2,1.5984,7.5,8.9
8/18/2004,18:00:00,1042,8.9,936,759,1630,770,36.4,26.8,1.6038,7.4,8
8/18/2004,19:00:00,1059,9.2,947,733,1671,813,33.3,32.8,1.6527,7.8,9
8/18/2004,20:00:00,1050,8.5,921,743,1683,851,31.3,39.5,1.7798,8.6,7.1
8/18/2004,21:00:00,1025,7.9,896,738,1693,823,29.9,44.7,1.8511,6.5,8.8
8/18/2004,22:00:00,1029,6.1,816,804,1624,778,29.1,48.4,1.9186,6.8,8.4
8/18/2004,23:00:00,1055,6.4,831,769,1686,827,28,52.9,1.964,5.7,9.3
8/19/2004,0:00:00,1001,5.7,799,800,1642,753,27.7,53,1.9423,5.8,6.4
8/19/2004,1:00:00,936,4.4,730,864,1551,726,27.7,52.6,1.9202,5.7,6.9
8/19/2004,2:00:00,863,2.3,608,1035,1465,597,28.3,49.5,1.8782,3.2,7.3
8/19/2004,3:00:00,834,1.8,565,1187,1444,473,28.8,49,1.9112,2.1,5.9
8/19/2004,4:00:00,841,1.9,578,1144,1464,463,27.7,52.5,1.923,1.7,4.8
8/19/2004,5:00:00,871,2.4,611,1077,1494,526,27.5,53,1.9097,2.8,3.5
8/19/2004,6:00:00,962,4.7,747,862,1605,712,27.1,54.4,1.9168,5.7,3
8/19/2004,7:00:00,1083,7.8,889,725,1734,918,27.6,52.1,1.8936,10,2.8
8/19/2004,8:00:00,1061,7.8,891,721,1697,894,29,48.5,1.9133,14.5,4.8
8/19/2004,9:00:00,1012,6.3,824,803,1612,710,31,42.9,1.8909,9.9,3.9
8/19/2004,10:00:00,1031,6.5,834,793,1640,737,32.5,39.4,1.8982,11.2,6.9
8/19/2004,11:00:00,1011,6.1,816,830,1614,680,36.9,30.9,1.8934,8.3,6.8
8/19/2004,12:00:00,1009,6.3,824,822,1606,670,36.2,30.6,1.8105,9.5,5
8/19/2004,13:00:00,980,5.6,793,858,1549,654,37.7,27.7,1.778,7.1,4
8/19/2004,14:00:00,961,5.8,803,852,1552,618,37.1,27.2,1.6874,6,3.5
8/19/2004,15:00:00,966,5.4,784,870,1530,652,39.5,24.3,1.7216,9.1,4.1
8/19/2004,16:00:00,1022,6.8,849,813,1583,732,39.9,23.8,1.7127,10.4,5.4
8/19/2004,17:00:00,1091,9.3,953,723,1688,853,39.6,24.3,1.7255,8.7,8.6
8/19/2004,18:00:00,1063,8.5,919,735,1676,821,37.2,29.1,1.8185,9,8.8
8/19/2004,19:00:00,1116,9.3,952,702,1759,895,33.9,37.1,1.9264,6.8,13.7
8/19/2004,20:00:00,1101,7.4,875,722,1748,927,31.6,43.6,1.9944,5.2,11.8
8/19/2004,21:00:00,1072,6.4,831,757,1677,857,30.3,47.3,2.0034,5.7,8.6
8/19/2004,22:00:00,1080,7.8,890,723,1702,869,29.8,49.1,2.0248,6.9,9.2
8/19/2004,23:00:00,1005,5.6,792,809,1638,725,29,51.7,2.0375,7.8,12.2
8/20/2004,0:00:00,998,5.3,776,810,1608,665,28.5,52.1,2.0036,6.8,7.8
8/20/2004,1:00:00,1000,5,763,807,1619,680,27.7,53.7,1.9661,6.3,4.5
8/20/2004,2:00:00,932,4.2,720,859,1562,605,27.4,53.5,1.9267,4.7,2.9
8/20/2004,3:00:00,808,1.4,539,1206,1383,427,28.5,48.7,1.872,2,1.8
8/20/2004,4:00:00,795,1,494,1398,1353,400,28.9,48.4,1.8982,3.6,1.7
8/20/2004,5:00:00,886,2.4,613,1075,1484,522,27.1,54.8,1.9309,4.4,3.9
8/20/2004,6:00:00,974,4.5,740,873,1595,703,26.1,59,1.9669,6.4,7.6
8/20/2004,7:00:00,1112,8.9,936,683,1792,965,26.7,58,2.0023,11.9,23.3
8/20/2004,8:00:00,1175,12.9,1080,591,1931,1102,27.9,54.9,2.0353,21,30.7
8/20/2004,9:00:00,1091,8.6,925,701,1753,1058,29.7,50.5,2.0767,15.6,20.4
8/20/2004,10:00:00,1066,7.8,890,747,1690,906,32.2,41.4,1.9624,12.1,13.7
8/20/2004,11:00:00,1031,7.7,887,777,1665,844,35.6,32.2,1.8408,9.3,11.8
8/20/2004,12:00:00,1004,7.3,868,772,1632,763,35.7,31.4,1.8025,8.7,10.1
8/20/2004,13:00:00,927,3.8,698,919,1537,555,35.5,34.9,1.9841,7.9,9.3
8/20/2004,14:00:00,924,3.3,673,960,1522,520,35,35.5,1.962,6.2,7.6
8/20/2004,15:00:00,912,3.3,671,964,1508,508,35.1,34.6,1.9255,6.3,13.1
8/20/2004,16:00:00,976,4.8,752,876,1561,545,36.8,30.5,1.8572,6,12.2
8/20/2004,17:00:00,989,5.7,798,840,1607,584,34.5,34.7,1.8667,7.9,11.9
8/20/2004,18:00:00,986,5.6,794,845,1619,590,33,38.1,1.8813,5.8,14.1
8/20/2004,19:00:00,984,5.7,800,836,1607,610,30.8,43.1,1.8761,6.3,11.3
8/20/2004,20:00:00,1000,7,857,767,1634,689,29.1,46.9,1.8652,6,10.3
8/20/2004,21:00:00,996,6.8,848,763,1657,713,28.2,49.8,1.8795,6.3,10.8
